SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,GenderMale,InternetService_FiberOptic,InternetService_No,Contract_OneYear,Contract_TwoYear,PaymentMethod_CreditCardAutomatic,PaymentMethod_ElectronicCheck,PaymentMethod_MailedCheck,Churn
0,0,0,15,1,0,0,0,0,0,0,0,0,19.8,304.6,1,0,1,1,0,0,0,1,0
0,1,0,70,1,1,0,0,1,1,1,1,1,104.3,7188.5,0,1,0,0,1,0,0,0,0
0,1,0,69,1,0,0,1,0,0,0,1,1,61.45,4131.2,0,0,0,0,1,1,0,0,0
0,1,1,36,1,0,1,1,0,0,0,0,0,53.65,1939.35,1,0,0,1,0,0,0,1,0
0,0,0,4,1,0,0,0,0,0,0,0,0,44.55,220.75,1,0,0,0,0,0,0,1,0
0,1,0,52,1,1,0,1,0,1,0,0,0,61.35,3169.55,1,0,0,0,0,0,0,0,0
0,1,1,45,1,1,1,1,0,0,1,1,1,105.15,4730.9,0,1,0,0,0,0,1,0,0
0,1,0,72,1,1,1,1,1,1,0,0,1,97.0,7104.2,0,1,0,0,1,0,0,0,0
0,0,0,23,1,0,0,0,0,0,1,1,1,64.9,1509.8,1,0,0,1,0,0,0,0,0
0,1,0,57,1,0,0,0,0,0,0,0,0,19.9,1115.6,0,0,1,0,1,0,0,0,0
0,1,0,63,1,1,0,1,1,0,1,1,1,102.4,6444.05,1,1,0,0,0,0,1,0,0
0,1,1,47,1,0,0,0,0,0,0,0,1,21.3,1041.8,0,0,1,0,1,0,0,0,0
0,1,0,63,1,0,0,1,0,0,1,1,1,96.0,6109.75,0,1,0,1,0,0,1,0,0
0,1,1,52,0,0,1,0,1,0,0,1,0,44.25,2276.1,1,0,0,1,0,0,0,0,0
0,1,1,71,1,1,1,1,1,1,1,1,0,90.4,6668.05,1,0,0,0,1,0,1,0,0
0,0,0,24,1,1,0,0,0,0,0,0,0,24.6,592.65,1,0,1,1,0,0,1,0,0
0,1,1,37,1,0,0,0,0,0,0,0,0,19.8,677.05,1,0,1,1,0,1,0,0,0
0,1,1,6,1,0,0,0,0,0,0,0,0,45.5,285.2,0,0,0,0,0,0,0,1,0
0,1,1,1,1,0,0,0,0,0,0,0,0,19.2,19.2,1,0,1,0,0,0,0,1,0
1,1,0,44,1,0,0,0,0,0,0,0,1,19.35,847.25,1,0,1,0,1,1,0,0,0
0,1,1,40,1,0,1,1,0,1,0,1,1,71.35,2847.2,0,0,0,0,0,0,0,1,0
0,1,1,66,1,1,1,1,1,1,1,1,0,89.9,5958.85,0,0,0,0,1,1,0,0,0
0,1,0,72,1,1,0,1,1,1,1,1,1,108.4,7719.5,1,1,0,0,1,0,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,44.75,44.75,1,0,0,0,0,0,1,0,0
0,0,0,27,1,0,0,0,0,0,0,0,1,19.4,529.8,1,0,1,0,0,0,1,0,0
0,0,0,66,1,1,1,1,1,1,1,0,1,104.55,6779.05,0,1,0,1,0,0,0,0,0
0,0,0,1,1,1,1,1,0,0,0,0,0,61.15,61.15,1,0,0,0,0,0,1,0,0
0,0,1,5,1,0,0,0,0,1,0,0,1,51.0,286.8,0,0,0,0,0,0,0,1,0
0,0,0,50,1,0,0,0,0,0,0,0,0,19.75,989.05,0,0,1,1,0,0,0,0,0
0,0,0,1,1,1,0,0,0,0,0,0,1,49.8,49.8,1,0,0,0,0,1,0,0,0
0,1,0,72,1,1,1,1,1,1,1,1,0,92.3,6719.9,1,0,0,0,1,1,0,0,0
0,0,1,65,0,0,0,1,0,1,1,0,0,45.25,2933.95,0,0,0,0,1,0,0,1,0
1,0,0,71,1,1,1,1,1,1,1,1,0,89.85,6293.45,0,0,0,0,1,0,0,1,0
0,1,1,41,0,0,1,0,1,0,0,0,0,35.4,1412.4,0,0,0,1,0,1,0,0,0
1,0,0,1,1,1,0,0,0,0,0,0,1,72.1,72.1,0,1,0,0,0,0,1,0,0
0,1,1,12,1,1,0,0,0,0,0,0,0,26.4,314.95,1,0,1,1,0,0,0,1,0
1,0,0,27,1,1,1,1,1,0,1,1,1,110.5,2857.6,0,1,0,1,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.75,19.75,0,0,1,0,0,0,1,0,0
1,1,0,55,1,1,0,0,0,0,0,0,1,74.0,4052.4,1,1,0,0,0,0,1,0,0
0,1,0,61,1,1,0,0,0,1,1,1,0,101.15,6383.9,0,1,0,1,0,0,0,0,0
0,1,1,16,1,0,1,0,1,0,1,1,0,100.7,1522.7,0,1,0,0,0,0,0,0,0
0,0,0,63,1,1,1,1,1,1,1,0,0,104.5,6590.8,1,1,0,1,0,1,0,0,0
0,0,0,41,0,0,0,0,1,0,1,1,1,51.35,2075.1,1,0,0,1,0,0,1,0,0
0,0,0,7,1,0,1,1,0,1,1,1,1,78.5,571.05,0,0,0,0,0,0,1,0,0
0,1,0,72,1,1,0,1,0,0,1,1,1,97.7,6869.7,0,1,0,0,1,1,0,0,0
0,0,0,16,0,0,1,0,0,0,1,0,1,38.9,664.4,0,0,0,0,0,0,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,1,0,1,0,0,0,0,0,0
0,1,0,13,1,1,1,0,0,0,0,1,1,65.85,902.25,1,0,0,0,0,0,1,0,0
1,0,0,7,1,0,1,0,0,0,0,0,1,48.2,340.35,0,0,0,0,0,0,1,0,0
0,1,1,52,1,1,1,1,1,0,0,1,0,98.15,4993.4,0,1,0,0,0,0,0,0,0
0,1,1,68,1,1,1,1,1,1,1,1,1,92.2,6392.85,1,0,0,0,1,1,0,0,0
0,1,1,54,0,0,0,0,1,1,0,1,0,46.0,2424.05,1,0,0,0,1,1,0,0,0
0,0,0,8,1,1,1,1,1,0,0,0,1,65.5,573.15,0,0,0,0,0,0,0,0,0
0,1,1,19,1,0,0,0,1,0,0,0,1,49.6,962.9,0,0,0,0,0,0,0,0,0
0,0,0,2,1,1,0,1,0,0,0,0,1,79.45,145.15,1,1,0,0,0,0,1,0,0
0,0,0,48,1,1,1,1,1,0,1,1,1,83.45,3887.85,0,0,0,1,0,1,0,0,0
0,1,1,63,1,1,0,1,1,0,1,1,1,104.8,6597.25,1,1,0,0,1,0,0,0,0
0,1,1,60,1,0,0,0,0,0,0,0,0,20.55,1205.05,1,0,1,0,1,0,0,1,0
0,1,1,72,1,1,1,0,1,1,1,1,1,110.45,8058.85,0,1,0,0,1,0,0,0,0
1,1,0,38,1,1,0,1,1,0,1,1,1,102.6,4009.2,1,1,0,0,0,0,1,0,0
1,1,1,65,1,1,0,1,1,0,1,1,1,107.45,7047.5,0,1,0,1,0,0,1,0,0
1,1,1,61,1,1,0,0,1,0,1,0,1,65.2,3965.05,0,0,0,1,0,0,1,0,0
0,0,1,62,1,1,0,0,1,1,1,1,1,104.05,6590.5,1,1,0,0,1,0,1,0,0
1,1,0,62,1,1,1,0,1,0,1,1,1,104.85,6312.9,0,1,0,1,0,0,1,0,0
0,1,1,33,1,1,0,1,1,1,0,0,0,88.6,2888.7,0,1,0,0,0,1,0,0,0
0,0,0,20,1,1,0,0,0,1,1,1,1,98.55,2031.95,1,1,0,0,0,0,0,1,0
1,1,1,57,1,0,0,1,1,1,1,0,1,95.3,5567.45,0,1,0,0,0,1,0,0,0
0,0,0,43,1,1,0,0,0,0,0,0,1,75.35,3161.4,1,1,0,0,0,1,0,0,0
1,0,0,45,1,1,1,0,0,1,0,1,1,70.05,3062.45,0,0,0,0,0,0,1,0,0
0,1,0,40,1,0,0,1,1,0,0,0,1,80.0,3168.75,1,1,0,0,0,0,1,0,0
0,1,1,66,1,1,0,1,1,0,1,1,0,79.85,5234.95,1,0,0,0,1,0,0,0,0
0,1,1,44,1,0,0,0,1,0,1,1,1,92.95,4122.9,1,1,0,0,0,0,0,0,0
0,1,1,32,1,0,0,0,0,0,0,0,0,18.95,613.95,1,0,1,0,1,0,0,1,0
0,1,1,48,1,0,0,0,0,0,0,0,0,20.2,1027.25,0,0,1,0,1,0,0,0,0
0,1,1,67,1,1,1,1,0,1,0,0,0,89.55,6038.55,1,1,0,1,0,0,1,0,0
1,0,0,57,1,0,1,0,1,1,1,0,0,69.85,4003.0,0,0,0,0,1,0,0,0,0
0,0,0,28,1,1,0,1,0,0,1,1,0,100.2,2688.45,1,1,0,1,0,0,1,0,0
0,0,0,2,1,0,0,0,0,0,0,0,0,20.45,34.8,0,0,1,1,0,0,0,1,0
0,0,0,12,1,0,0,1,0,0,0,1,1,84.6,1017.35,0,1,0,0,0,0,1,0,0
1,1,0,56,1,1,0,0,0,1,0,0,1,76.85,4275.75,0,1,0,0,0,0,0,0,0
0,1,1,12,1,0,0,0,0,0,0,0,1,20.1,232.4,0,0,1,0,0,1,0,0,0
0,0,0,47,0,0,1,1,0,1,0,0,0,39.65,1798.65,0,0,0,1,0,1,0,0,0
0,0,1,67,1,1,0,1,0,1,1,1,1,104.0,7039.05,0,1,0,0,1,0,1,0,0
0,0,0,26,1,1,1,1,0,0,1,0,1,69.5,1800.05,0,0,0,0,0,0,0,0,0
0,1,1,28,1,0,0,1,1,1,1,0,0,92.9,2768.35,1,1,0,1,0,0,0,0,0
0,1,0,26,1,1,0,1,0,0,0,0,0,79.3,2015.8,0,1,0,0,0,0,0,0,0
0,1,1,62,1,1,0,0,0,0,0,0,0,24.8,1476.25,1,0,1,1,0,0,0,0,0
0,1,0,70,1,1,0,1,1,1,1,0,0,72.95,5265.55,1,0,0,0,1,0,0,0,0
0,1,1,17,1,1,0,1,1,1,0,0,1,66.7,1077.05,1,0,0,0,0,0,0,1,0
0,1,1,52,1,0,1,0,1,0,1,1,0,100.3,5244.45,0,1,0,1,0,0,1,0,0
0,0,1,48,0,0,0,1,1,0,0,1,0,45.55,2108.35,0,0,0,0,0,1,0,0,0
0,0,0,7,1,0,1,0,0,0,0,0,0,74.35,533.6,1,1,0,0,0,0,0,1,0
0,1,1,55,1,0,0,0,0,0,0,0,0,20.5,1177.95,1,0,1,0,1,0,0,1,0
0,1,0,57,1,1,0,1,1,1,1,0,0,74.6,4368.95,0,0,0,1,0,0,0,0,0
1,0,0,35,1,1,1,0,0,0,0,1,0,91.0,3180.5,1,1,0,0,0,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.55,19.55,0,0,1,0,0,0,0,1,0
0,0,0,67,0,0,0,0,1,1,1,1,1,53.4,3579.15,0,0,0,0,0,1,0,0,0
0,1,0,20,1,0,0,0,0,0,0,0,1,69.8,1540.35,0,1,0,0,0,0,0,0,0
0,0,0,38,1,1,0,0,1,1,1,0,0,95.0,3605.6,1,1,0,1,0,0,0,0,0
0,0,0,26,1,0,1,0,1,1,0,1,1,95.85,2475.35,0,1,0,1,0,0,0,0,0
1,0,0,43,0,0,1,1,0,0,0,0,1,33.45,1500.25,0,0,0,0,0,1,0,0,0
1,0,0,20,1,0,0,0,0,0,0,1,1,81.45,1671.6,0,1,0,0,0,0,1,0,0
0,0,1,5,1,0,0,0,0,1,0,0,1,48.65,235.2,1,0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0,0,0,0,0,0,19.55,19.55,1,0,1,0,0,0,0,1,0
0,0,0,34,1,0,1,0,1,1,1,1,1,79.95,2727.3,0,0,0,1,0,0,0,0,0
0,1,0,68,1,1,1,1,1,1,0,0,0,70.9,4911.35,0,0,0,0,1,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,44.0,44.0,0,0,0,0,0,0,0,1,0
0,0,1,11,1,1,0,0,0,0,0,1,0,86.2,893.2,1,1,0,0,0,0,1,0,0
0,0,0,12,1,1,0,0,1,0,1,1,0,74.75,827.05,1,0,0,0,0,0,0,0,0
0,1,1,71,1,1,1,1,1,0,1,1,1,109.0,7661.8,0,1,0,0,1,0,0,0,0
0,1,0,61,1,1,0,0,1,1,1,1,1,106.35,6751.35,0,1,0,0,0,0,1,0,0
0,1,0,20,1,0,1,0,0,1,0,1,1,64.15,1274.45,1,0,0,1,0,0,0,1,0
0,1,1,52,0,0,0,1,1,1,1,0,0,50.2,2554.0,1,0,0,0,1,0,0,1,0
0,1,0,51,0,0,0,1,0,0,0,0,1,30.05,1529.45,1,0,0,0,0,1,0,0,0
0,1,0,15,1,0,0,0,0,0,0,0,1,68.6,1108.6,1,1,0,0,0,0,0,0,0
0,0,0,10,1,1,0,0,0,0,0,0,0,25.7,251.6,1,0,1,0,1,0,0,0,0
0,0,0,44,1,0,0,0,0,0,0,0,0,20.4,905.55,1,0,1,0,1,1,0,0,0
0,0,0,71,1,1,1,1,1,1,0,1,0,80.6,5708.2,1,0,0,0,1,0,0,0,0
0,0,0,20,1,0,0,0,0,0,0,0,1,19.7,419.4,1,0,1,0,1,0,0,1,0
0,1,1,72,1,1,0,1,1,1,1,1,0,110.9,7922.75,1,1,0,0,1,1,0,0,0
0,1,1,42,1,0,0,0,0,0,0,0,0,19.35,867.3,1,0,1,0,1,0,0,1,0
0,0,0,60,1,1,1,1,1,1,1,1,1,116.6,7049.5,1,1,0,1,0,1,0,0,0
0,1,1,64,1,1,1,0,0,1,1,1,1,104.4,6721.6,0,1,0,1,0,0,0,0,0
1,1,0,64,1,0,1,1,1,0,0,1,0,97.0,6430.9,0,1,0,1,0,0,0,0,0
0,1,1,1,1,0,0,0,0,0,0,0,1,19.4,19.4,0,0,1,0,0,0,0,1,0
0,0,0,2,1,0,0,1,0,0,0,0,0,49.25,97.0,1,0,0,0,0,0,0,1,0
0,1,1,5,1,0,0,0,0,0,0,0,0,44.8,220.45,0,0,0,0,0,0,0,1,0
0,0,0,41,1,0,0,0,0,0,0,0,1,19.75,806.95,0,0,1,1,0,0,0,1,0
0,0,0,69,1,1,0,1,0,1,1,1,1,105.2,7386.05,1,1,0,1,0,0,0,0,0
0,0,0,69,0,0,0,1,1,0,0,0,1,35.75,2492.25,1,0,0,1,0,0,0,0,0
0,1,0,50,1,1,0,0,1,0,1,1,0,75.7,3876.2,0,0,0,1,0,0,0,0,0
0,0,0,10,0,0,1,0,0,0,0,0,0,29.75,301.9,0,0,0,0,0,0,0,1,0
0,1,1,57,1,0,1,1,0,0,0,0,0,53.45,3053.0,0,0,0,1,0,0,1,0,0
0,1,1,52,1,1,0,0,0,0,0,0,0,24.8,1229.1,1,0,1,0,1,0,0,1,0
0,0,1,13,1,0,0,0,0,0,1,0,1,78.3,1033.95,1,1,0,0,0,1,0,0,0
0,0,0,22,1,0,1,0,0,1,0,1,1,89.05,1886.25,0,1,0,0,0,0,1,0,0
0,0,0,7,1,0,0,0,0,0,0,0,1,69.55,521.35,1,1,0,0,0,0,1,0,0
0,1,0,16,1,0,1,1,0,0,0,0,0,80.75,1321.3,1,1,0,0,0,0,0,0,0
0,1,1,6,1,0,0,0,0,0,0,0,1,69.8,377.85,1,1,0,0,0,0,1,0,0
0,1,1,41,1,1,1,1,0,0,1,0,1,94.3,3893.6,0,1,0,0,0,0,0,0,0
0,1,1,72,1,1,1,1,1,1,1,1,1,93.25,6688.95,0,0,0,0,1,0,0,0,0
0,0,0,15,1,0,0,1,0,0,0,0,0,48.85,736.8,0,0,0,0,0,0,1,0,0
1,0,0,64,1,0,0,0,0,0,0,0,1,20.05,1198.05,1,0,1,0,1,0,0,0,0
0,0,0,36,1,0,1,1,1,1,1,1,0,85.85,3003.55,0,0,0,1,0,0,0,0,0
0,1,1,71,1,1,1,0,0,0,1,0,1,66.2,4692.55,1,0,0,1,0,0,1,0,0
0,0,0,22,1,0,0,1,1,0,1,0,0,65.25,1441.8,0,0,0,1,0,0,0,0,0
0,0,0,12,1,0,0,0,0,0,0,0,0,20.4,266.6,0,0,1,0,0,0,0,1,0
0,1,0,72,1,1,1,1,1,1,1,1,0,115.15,8349.45,1,1,0,0,1,0,0,0,0
0,1,1,71,1,0,0,1,0,1,1,1,1,73.35,5154.5,1,0,0,0,1,1,0,0,0
0,0,0,46,1,1,0,1,1,0,0,1,1,94.15,4408.45,0,1,0,1,0,0,1,0,0
0,0,0,47,1,0,0,0,0,0,0,0,0,20.45,943.0,1,0,1,0,1,0,0,0,0
0,1,0,47,1,1,0,0,0,0,1,1,1,95.2,4563.0,1,1,0,1,0,1,0,0,0
0,0,0,1,1,0,0,0,0,1,0,0,0,49.0,49.0,1,0,0,0,0,1,0,0,0
1,1,0,32,1,1,0,0,1,0,0,0,0,79.3,2570.0,0,1,0,0,0,0,0,1,0
0,0,1,28,1,0,0,0,0,0,0,0,0,20.25,535.35,0,0,1,0,0,0,0,1,0
0,1,1,1,1,0,1,0,0,0,0,0,1,48.75,48.75,1,0,0,0,0,0,0,1,0
0,1,0,56,0,0,0,0,1,1,1,1,1,54.05,2959.8,1,0,0,1,0,0,0,0,0
0,1,1,61,1,1,0,0,0,0,0,0,1,24.2,1445.2,0,0,1,0,1,0,0,1,0
0,1,0,31,1,1,0,0,1,1,1,1,1,79.3,2484.0,1,0,0,1,0,0,0,1,0
0,0,1,38,1,1,0,1,0,0,0,0,1,81.85,3141.7,1,1,0,0,0,0,0,1,0
0,1,0,59,1,1,0,1,0,1,1,1,1,80.1,4693.2,0,0,0,1,0,0,1,0,0
0,1,1,38,1,1,0,0,1,1,1,0,1,94.9,3616.25,1,1,0,0,1,0,0,0,0
0,1,1,68,1,0,1,1,1,1,1,1,1,85.0,5607.75,0,0,0,0,1,1,0,0,0
0,0,0,18,1,0,0,0,0,0,0,0,0,20.1,407.05,0,0,1,1,0,0,0,1,0
0,1,1,71,1,0,0,0,0,0,0,0,0,19.85,1326.35,0,0,1,0,1,0,0,0,0
1,0,0,22,1,0,1,1,0,0,0,0,0,81.7,1820.9,0,1,0,0,0,0,1,0,0
0,0,0,8,1,0,0,0,0,0,0,0,0,20.25,174.65,0,0,1,0,1,0,0,1,0
0,1,1,44,0,0,0,0,1,1,1,1,1,54.3,2317.1,1,0,0,1,0,0,1,0,0
0,1,0,4,0,0,0,0,0,0,0,0,1,25.15,99.95,0,0,0,0,0,0,1,0,0
0,0,0,3,1,0,0,1,1,1,1,1,1,107.95,318.6,1,1,0,0,0,0,1,0,0
1,1,0,56,1,0,1,1,1,1,1,1,1,85.65,4824.45,1,0,0,0,1,0,0,0,0
0,0,0,6,1,0,0,0,0,0,0,0,0,20.15,130.5,1,0,1,0,0,0,0,0,0
0,1,1,63,0,0,0,1,1,1,0,0,0,39.35,2395.05,1,0,0,0,1,0,0,0,0
1,1,1,22,1,1,0,0,0,0,1,0,0,85.35,1961.6,0,1,0,0,0,0,0,0,0
0,1,1,23,1,0,1,1,1,1,0,0,1,66.25,1533.8,0,0,0,1,0,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0,1,70.15,123.8,0,1,0,0,0,0,1,0,0
0,0,0,25,1,0,0,1,0,1,0,1,1,65.8,1679.65,0,0,0,0,0,0,0,0,0
1,0,0,49,1,1,1,1,1,1,0,1,0,103.0,5166.2,0,1,0,1,0,0,0,0,0
0,1,0,71,1,1,1,1,1,1,1,1,0,85.75,6223.8,0,0,0,0,1,1,0,0,0
0,0,0,42,1,0,0,1,1,1,1,1,1,103.8,4327.5,0,1,0,0,0,0,0,0,0
0,0,0,22,1,0,0,0,0,0,0,0,0,20.3,475.1,1,0,1,1,0,0,0,1,0
0,1,0,46,1,0,0,1,0,1,1,0,1,64.2,3009.5,0,0,0,0,1,1,0,0,0
0,1,1,19,1,1,0,0,0,0,0,0,0,25.6,485.9,0,0,1,0,1,0,0,1,0
0,1,0,72,1,1,1,1,1,1,0,1,0,78.85,5763.15,1,0,0,0,1,0,0,0,0
0,1,0,18,1,0,0,0,0,0,0,0,0,20.1,370.5,0,0,1,0,1,0,0,1,0
1,1,0,5,1,0,0,0,0,0,0,0,0,70.05,302.6,0,1,0,0,0,0,1,0,0
0,1,1,72,1,0,1,0,1,1,1,1,1,104.9,7559.55,1,1,0,0,1,1,0,0,0
0,1,1,32,1,1,0,1,1,0,0,0,0,62.45,2045.55,0,0,0,0,0,0,0,0,0
0,0,1,24,0,0,1,0,0,1,0,0,0,35.75,830.8,1,0,0,0,1,0,0,1,0
0,0,0,64,1,1,0,0,1,1,1,1,1,104.65,6889.8,1,1,0,1,0,1,0,0,0
1,0,0,35,1,1,1,1,1,1,1,1,1,110.8,3836.3,0,1,0,1,0,0,0,0,0
1,1,0,22,1,0,0,0,0,0,1,1,1,89.75,1938.9,1,1,0,0,0,0,0,0,0
0,1,1,58,1,1,1,0,1,1,1,0,0,75.8,4415.75,0,0,0,0,1,0,0,1,0
0,0,0,10,1,0,0,0,0,0,0,0,1,19.8,198.25,0,0,1,1,0,0,0,1,0
0,1,1,64,1,1,0,1,1,1,1,1,1,111.45,7266.95,0,1,0,1,0,0,1,0,0
0,1,0,43,1,1,0,1,0,0,0,0,0,80.45,3398.9,0,1,0,0,0,0,1,0,0
0,1,1,71,1,1,1,1,1,1,0,0,1,95.15,6770.85,0,1,0,1,0,1,0,0,0
0,0,0,5,1,0,1,0,1,0,0,0,0,55.8,300.4,0,0,0,0,0,1,0,0,0
0,1,1,12,1,0,0,0,0,0,0,0,0,20.3,224.5,0,0,1,0,1,0,0,0,0
0,1,1,48,1,1,0,0,0,0,0,0,0,26.3,1245.05,1,0,1,0,1,0,0,0,0
0,1,0,71,1,0,0,1,1,1,1,1,1,79.1,5564.85,1,0,0,0,1,1,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,70.1,70.1,0,1,0,0,0,0,1,0,0
0,0,0,1,1,1,0,0,0,0,0,0,1,25.7,25.7,0,0,1,0,0,0,1,0,0
0,1,1,33,1,1,0,0,0,0,0,0,0,24.25,838.5,0,0,1,0,0,0,0,0,0
0,1,0,46,0,0,1,1,0,0,1,0,0,45.55,2062.15,0,0,0,0,0,0,1,0,0
0,1,1,57,1,0,0,0,0,0,0,0,1,20.1,1087.7,0,0,1,0,1,0,0,0,0
0,0,1,15,1,0,1,1,1,1,0,0,0,65.6,1010.0,0,0,0,1,0,1,0,0,0
0,1,1,15,1,0,0,0,0,0,0,0,0,20.55,295.95,0,0,1,1,0,0,0,1,0
0,1,0,68,1,0,1,0,0,1,0,0,0,55.9,3848.8,0,0,0,1,0,0,0,0,0
0,1,0,56,1,1,0,1,1,1,0,0,0,90.55,5116.6,0,1,0,0,0,0,1,0,0
0,0,0,7,0,0,0,0,1,1,0,0,1,35.5,249.55,1,0,0,1,0,1,0,0,0
0,0,0,2,1,1,0,1,0,0,0,0,0,79.55,151.75,0,1,0,0,0,0,1,0,0
0,1,1,56,1,1,1,1,0,1,0,1,1,75.85,4261.2,1,0,0,0,1,1,0,0,0
0,0,0,17,1,0,0,0,0,0,0,0,1,20.5,365.8,1,0,1,1,0,0,0,1,0
1,1,1,66,1,1,1,1,1,1,1,1,1,116.25,7862.25,1,1,0,1,0,0,1,0,0
0,1,1,69,0,0,0,1,1,0,1,1,1,54.95,3772.5,0,0,0,0,1,1,0,0,0
0,1,1,10,1,0,0,1,1,0,0,0,1,55.55,551.3,0,0,0,0,0,0,0,1,0
0,1,1,20,1,1,0,0,0,0,0,0,1,25.55,507.4,0,0,1,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.4,19.4,0,0,1,0,0,1,0,0,0
0,0,0,58,1,1,0,0,0,1,0,0,0,80.65,4807.35,1,1,0,0,0,0,0,0,0
0,1,1,37,1,1,0,0,0,0,0,0,0,26.45,911.6,0,0,1,0,0,0,0,1,0
0,1,0,44,1,1,1,1,1,1,0,0,1,95.1,4060.55,0,1,0,0,0,1,0,0,0
0,1,1,68,1,1,0,1,1,1,1,1,0,85.3,5560.0,0,0,0,0,1,0,0,0,0
0,0,0,31,1,1,0,1,0,0,0,0,1,80.45,2429.1,1,1,0,0,0,0,1,0,0
0,1,1,72,1,1,0,0,0,0,0,0,0,24.75,1859.1,1,0,1,0,1,1,0,0,0
0,1,1,58,1,0,0,1,0,0,1,1,1,92.85,5305.05,1,1,0,0,0,0,1,0,0
0,0,0,54,1,0,0,0,0,0,0,0,0,20.1,1079.45,0,0,1,0,1,0,0,1,0
1,1,1,70,1,1,0,1,1,1,1,1,1,107.9,7475.85,0,1,0,1,0,0,1,0,0
0,1,1,8,1,0,0,0,0,0,1,0,1,54.4,475.1,1,0,0,0,0,0,1,0,0
1,1,0,35,1,1,0,0,1,0,0,0,1,81.6,2815.25,1,1,0,1,0,0,0,0,0
0,0,1,21,0,0,1,1,1,1,1,0,0,53.15,1183.2,0,0,0,0,1,0,0,1,0
0,0,0,40,1,1,0,1,1,0,1,1,1,102.65,4108.15,1,1,0,0,0,0,0,1,0
0,1,1,72,1,1,1,0,1,0,1,1,1,106.1,7848.5,1,1,0,1,0,0,0,0,0
0,0,0,25,1,0,0,0,0,0,0,0,0,19.8,475.2,0,0,1,0,1,1,0,0,0
0,1,1,72,0,0,1,1,1,1,1,1,1,65.25,4478.85,1,0,0,0,1,1,0,0,0
0,0,1,57,1,1,1,1,1,1,1,1,0,89.55,5012.35,1,0,0,0,1,0,0,1,0
0,1,0,49,1,1,1,1,1,1,0,1,0,106.65,5174.35,0,1,0,0,1,1,0,0,0
0,1,1,24,1,1,1,0,0,0,1,1,0,74.8,1821.2,1,0,0,1,0,0,0,1,0
0,1,0,27,1,1,0,0,0,0,1,1,0,95.0,2462.55,0,1,0,0,0,1,0,0,0
0,1,1,68,1,1,1,1,0,0,0,0,1,85.5,5696.6,1,1,0,1,0,0,0,0,0
0,1,1,33,1,0,0,0,0,0,0,0,0,20.1,579.4,0,0,1,1,0,0,0,1,0
0,1,0,71,1,1,1,1,1,1,0,1,1,80.1,5585.4,1,0,0,0,1,0,0,1,0
1,0,0,5,1,0,1,1,0,0,0,0,0,80.7,374.8,0,1,0,0,0,0,1,0,0
1,0,0,37,0,0,0,1,1,0,0,0,0,36.65,1315.0,1,0,0,0,0,0,1,0,0
0,1,1,72,1,0,1,1,1,0,1,0,1,70.65,5011.15,0,0,0,0,1,1,0,0,0
0,1,1,42,1,0,0,0,0,0,0,0,0,20.0,833.55,0,0,1,0,1,0,0,1,0
0,1,1,55,1,0,0,0,0,0,0,0,1,69.05,3842.6,0,1,0,0,1,1,0,0,0
0,1,1,66,1,0,1,0,0,0,1,0,1,59.75,3996.8,0,0,0,0,1,0,1,0,0
1,0,0,50,1,1,1,1,0,0,0,0,1,83.4,4113.7,0,1,0,0,0,0,1,0,0
0,1,1,39,1,1,0,0,0,0,0,0,1,24.2,914.6,0,0,1,1,0,0,0,1,0
0,1,1,72,1,1,0,0,0,0,0,0,1,25.2,1798.9,1,0,1,0,1,0,0,0,0
0,1,0,53,1,1,0,1,0,1,0,1,0,97.75,5043.2,1,1,0,1,0,0,0,0,0
0,1,0,26,0,0,1,0,1,0,0,0,0,35.4,978.6,0,0,0,1,0,1,0,0,0
0,1,1,72,1,1,1,1,1,1,1,1,0,89.7,6339.3,1,0,0,0,1,1,0,0,0
0,1,0,63,1,1,0,0,0,1,0,0,1,81.2,4965.1,0,1,0,1,0,1,0,0,0
0,1,1,48,1,1,0,1,0,1,1,1,0,79.65,3870.3,0,0,0,0,1,0,1,0,0
0,0,0,4,1,0,0,0,0,0,0,0,1,45.9,199.75,1,0,0,0,0,0,1,0,0
0,1,1,38,1,0,1,0,1,1,1,1,0,81.0,3084.9,1,0,0,0,1,1,0,0,0
0,0,0,35,1,0,0,0,0,0,0,0,0,20.75,739.9,1,0,1,0,0,0,0,0,0
0,1,1,32,0,0,0,0,1,1,0,0,1,36.25,1151.05,1,0,0,1,0,0,0,1,0
0,1,1,2,1,0,0,0,0,0,0,0,0,20.2,34.75,1,0,1,1,0,0,0,1,0
